object,kabe_1,130.000000,720.000000,0.000000,20.000000,2,130.000000,740.000000,97.000000,21.000000
object,kabe_1,390.000000,730.000000,0.000000,20.000000,2,390.000000,750.000000,90.000000,10.000000
object,kabe_1,610.000000,730.000000,-10.000000,5.000000,2,600.000000,735.000000,80.000000,10.000000
object,yuka_1,130.000000,650.000000,-20.000000,45.000000,2,110.000000,695.000000,270.000000,50.000000
object,yuka_1,360.000000,650.000000,0.000000,45.000000,2,360.000000,695.000000,270.000000,50.000000
object,yuka_1,590.000000,650.000000,15.000000,45.000000,2,605.000000,695.000000,270.000000,50.000000
object,kaidann_1,750.000000,690.000000,20.000000,0.000000,4,2,720.0,640.0,820.0,740.0
object,kabe_1,110.000000,810.000000,-7.000000,20.000000,2,103.000000,830.000000,86.000000,0.000000
object,kabe_1,370.000000,800.000000,-10.000000,9.000000,2,360.000000,809.000000,80.000000,0.000000
object,kabe_1,600.000000,810.000000,2.500000,17.000000,2,602.500000,827.000000,105.000000,0.000000
object,kabe_1,1150.000000,810.000000,5.000000,15.000000,2,1155.000000,825.000000,110.000000,10.000000
object,kabe_1,890.000000,800.000000,-10.000000,25.000000,2,880.000000,825.000000,80.000000,10.000000
object,kabe_1,1410.000000,810.000000,0.000000,20.000000,2,1410.000000,830.000000,100.000000,0.000000
object,kabe_1,1690.000000,810.000000,-10.000000,20.000000,2,1680.000000,830.000000,80.000000,0.000000
object,yuka_1,950.000000,750.000000,5.000000,15.000000,2,955.000000,765.000000,270.000000,50.000000
object,yuka_1,1190.000000,750.000000,1.000000,15.000000,2,1191.000000,765.000000,270.000000,50.000000
object,yuka_1,1420.000000,750.000000,-5.000000,15.000000,2,1415.000000,765.000000,270.000000,50.000000
object,yuka_1,1650.000000,750.000000,-7.500000,15.000000,2,1642.500000,765.000000,270.000000,50.000000
